Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,AllowsTearing,PresentMode,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.14849820000000,1.73070000000000,530.51210000000003,0,Composed: Copy with GPU GDI,1.66280000000000,26.90270000000000,516.63159999999993
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.16075970000000,0.83000000000000,12.26150000000000,0,Composed: Copy with GPU GDI,0.99180000000000,31.30120000000000,16.66000000000000
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.17697710000000,0.78370000000000,16.21740000000000,0,Composed: Copy with GPU GDI,0.90100000000000,31.75440000000000,16.67060000000000
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.19371860000000,0.64760000000000,16.74150000000000,0,Composed: Copy with GPU GDI,0.76920000000000,31.68420000000000,16.67130000000000
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.21011800000000,0.64350000000000,16.39940000000000,0,Composed: Copy with GPU GDI,0.75090000000000,31.94160000000000,16.65680000000000
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.22710620000000,0.88100000000000,16.98820000000000,0,Composed: Copy with GPU GDI,0.91180000000000,31.63370000000000,16.68030000000000
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.24359320000000,0.70760000000000,16.48700000000000,0,Composed: Copy with GPU GDI,0.81520000000000,31.79630000000000,16.64960000000000
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.26036350000000,0.70280000000000,16.77030000000000,0,Composed: Copy with GPU GDI,0.81290000000000,31.69420000000000,16.66820000000000
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.27677220000000,0.52830000000000,16.40870000000000,0,Composed: Copy with GPU GDI,0.66720000000000,31.95040000000000,16.66490000000000
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.29392700000000,0.82390000000000,17.15480000000000,0,Composed: Copy with GPU GDI,0.93540000000000,31.46010000000000,16.66450000000000
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.31038700000000,0.75520000000000,16.46000000000000,0,Composed: Copy with GPU GDI,1.10720000000000,31.66660000000000,16.66650000000000
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.32686350000000,0.77320000000000,16.47650000000000,0,Composed: Copy with GPU GDI,0.82730000000000,31.85860000000000,16.66850000000000
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.34363850000000,0.65840000000000,16.77500000000000,0,Composed: Copy with GPU GDI,0.78660000000000,31.74590000000000,16.66230000000000
M1937.exe,18464,0x000000000B7ACE80,D3D9,-1,0,0,1.36034650000000,0.74500000000000,16.70800000000000,0,Composed: Copy with GPU GDI,0.85440000000000,31.70470000000000,16.66680000000000
